id,title,author/0,author/1,author/2,institution/0,citedby/0,year,author/3,institution/1,cites/0,cites/1,cites/2,cites/3,cites/4,cites/5,citedby/1,author/4,citedby/2,citedby/3,citedby/4,citedby/5,citedby/6,citedby/7,citedby/8,citedby/9,citedby/10,citedby/11,citedby/12,citedby/13,citedby/14,citedby/15,citedby/16,institution/2,citedby/17,citedby/18,citedby/19,citedby/20,citedby/21,citedby/22,citedby/23,citedby/24,citedby/25,citedby/26,citedby/27,citedby/28,citedby/29,citedby/30,citedby/31,citedby/32,citedby/33,citedby/34,citedby/35,citedby/36,citedby/37,citedby/38,citedby/39,citedby/40,citedby/41,citedby/42,citedby/43,citedby/44,citedby/45,citedby/46,citedby/47,citedby/48,citedby/49,citedby/50,citedby/51,citedby/52,citedby/53,citedby/54,citedby/55,citedby/56,citedby/57,citedby/58,citedby/59,citedby/60,citedby/61,author/5,author/6,institution/3,cites/6,cites/7,cites/8,citedby/62,citedby/63,citedby/64,citedby/65,citedby/66,citedby/67,citedby/68,citedby/69,citedby/70,citedby/71,citedby/72,citedby/73,citedby/74,citedby/75,citedby/76,citedby/77,citedby/78,citedby/79,citedby/80,citedby/81,citedby/82,citedby/83,citedby/84,citedby/85,citedby/86,citedby/87,citedby/88,institution/4,institution/5,institution/6,author/7,cites/9,author/8,author/9,author/10,author/11,author/12,author/13,cites/10,cites/11,institution/7,institution/8,cites/12,cites/13,cites/14,cites/15,cites/16,cites/17,cites/18,cites/19,cites/20,cites/21,cites/22,cites/23
10.1007/3-540-58950-3_373,Reduction of visual complexity in dynamic graphs,Bruce Leban,Doug Kimelman,Tova Roth,IBM Research,10.1007/3-540-46648-7_39,1994,Dror Zernik,,10.1007/3-540-45848-4_56,,,,,,10.1007/3-540-62495-3_64,,10.1007/3-540-37623-2_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-58950-3_370,GraphEd: A graphical platform for the implementation of graph algorithms (extended abstract and demo),Michael Himsolt,,,Universität Passau,10.1007/3-540-63938-1_79,1994,,,10.1007/978-3-642-25878-7_9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-58950-3_371,Graph layout through the VCG tool,Georg Sander,,,Universität des Saarlandes,10.1007/3-540-46648-7_8,1994,,,,,,,,,10.1007/3-540-63938-1_72,,10.1007/978-3-540-24595-7_35,10.1007/3-540-63938-1_79,10.1007/978-3-642-18469-7_13,10.1007/3-540-36151-0_13,10.1007/3-540-36151-0_36,10.1007/BFb0021829,10.1007/3-540-62495-3_46,10.1007/3-540-45848-4_3,10.1007/3-540-62495-3_51,10.1007/BFb0021828,10.1007/3-540-62495-3_64,10.1007/3-540-58950-3_379,10.1007/978-3-642-11805-0_14,10.1007/978-3-540-31843-9_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/BFb0021819,Layout algorithms of graph-like diagrams for GRADE windows graphic editors,Paulis Ķikusts,Pēteris Ručevskis,,University of Latvia,10.1007/3-540-45848-4_4,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-58950-3_365,Graph-drawing contest report,Joe Marks,Peter Eades,,Mitsubishi Electric Research Laboratories,,1994,,University of Newcastle University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/BFb0021818,Constraint-based spring-model algorithm for graph layout,Thomas Kamps,John Read,Joerg Kleinz,University of Waterloo,10.1007/3-540-62495-3_50,1995,,GMD-IPSI,10.1007/3-540-58950-3_391,10.1007/3-540-58950-3_392,,,,,10.1007/3-540-37623-2_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-58950-3_366,Visibility graphs and oriented matroids (extended abstract),James Abello,Krishna Kumar,,Texas A&M University,,1994,,Colby College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-58950-3_363,The polyhedral approach to the maximum planar subgraph problem: New chances for related problems,Michael Jünger,Petra Mutzel,,Universität zu Köln,10.1007/3-540-45848-4_6,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-58950-3_364,"Crossing numbers of graphs, lower bound techniques and algorithms: A survey",László A. Székely,Farhad Shahrokhi,Imrich Vrto,University of North Texas,10.1007/3-540-37623-2_18,1994,,Eötvös University,,,,,,,10.1007/978-3-540-77537-9_16,,10.1007/3-540-63938-1_48,10.1007/BFb0021830,,,,,,,,,,,,,,Slovak Academy of Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/BFb0021815,On representations of some thickness-two graphs,Andrew Vince,Joan P. Hutchinson,Thomas Shermer,Macalester College,10.1007/3-540-44541-2_7,1995,,University of Florida,10.1007/3-540-58950-3_367,,,,,,10.1007/3-540-62495-3_35,,10.1007/978-3-642-00219-9_6,10.1007/978-3-540-70904-6_32,10.1007/BFb0021815,10.1007/11618058_7,10.1007/978-3-540-77537-9_32,10.1007/3-540-63938-1_69,10.1007/978-3-540-24595-7_21,10.1007/978-3-642-25878-7_25,10.1007/3-540-45848-4_33,,,,,,,Simon Fraser University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-58950-3_369,Directed VR-representable graphs have unbounded dimension,Kathleen Romanik,,,The State University of New Jersey,10.1007/978-3-642-00219-9_7,1994,,,,,,,,,10.1007/BFb0021807,,10.1007/978-3-642-11805-0_34,10.1007/978-3-319-27261-0_31,10.1007/3-540-63938-1_69,10.1007/BFb0021785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/BFb0021814,Contact graphs of curves,Petr Hliněný,,,Charles University,10.1007/3-540-63938-1_80,1995,,,,,,,,,10.1007/BFb0021814,,10.1007/3-540-62495-3_53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/BFb0021817,Exact and heuristic algorithms for 2-layer straightline crossing minimization,Michael Jünger,Petra Mutzel,,Max-Planck-Institut für Informatik,10.1007/3-540-44541-2_5,1995,,Universität zu Köln,,,,,,,10.1007/3-540-62495-3_57,,10.1007/978-3-540-31843-9_22,10.1007/3-540-36151-0_26,10.1007/3-540-62495-3_39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-58950-3_367,Rectangle-visibility representations of bipartite graphs,Joan P. Hutchinson,Alice M. Dean,,Skidmore College,10.1007/3-540-44541-2_7,1994,,Macalester College,,,,,,,10.1007/3-540-44541-2_33,,10.1007/3-540-62495-3_35,10.1007/BFb0021815,10.1007/978-3-540-31843-9_13,10.1007/11618058_7,10.1007/978-3-642-11805-0_31,10.1007/978-3-540-24595-7_21,10.1007/BFb0021785,10.1007/3-540-45848-4_33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/BFb0021816,Drawing force-directed graphs using Optigraph,Jovanna Ignatowicz,,,Brown University,10.1007/3-540-36151-0_1,1995,,,10.1007/3-540-58950-3_391,,,,,,10.1007/3-540-37623-2_33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-58950-3_368,On the number of directions in visibility representations of graphs (extended abstract),Jorge Urrutia,Danny Krizanc,Evangelos Kranakis,Carleton University,,1994,,University of Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/BFb0021811,Upward drawings on planes and spheres,Ivan Rival,S. Mehdi Hashemi,Andrzej Kisielewicz,University of Wroclaw,,1995,,University of Ottawa,10.1007/3-540-58950-3_384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/BFb0021810,The drawing of configurations,Harald Gropp,,,,10.1007/978-3-540-24595-7_35,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/BFb0021813,Recognizing leveled-planar dags in linear time,Lenwood S. Heath,Sriram V. Pemmaraju,,University of Iowa,10.1007/3-540-46648-7_7,1995,,Virginia Tech,10.1007/BFb0021798,,,,,,10.1007/3-540-63938-1_62,,10.1007/978-3-540-70904-6_35,10.1007/3-540-62495-3_57,10.1007/978-3-540-77537-9_9,10.1007/3-540-37623-2_17,10.1007/3-540-63938-1_64,10.1007/978-3-540-24595-7_37,10.1007/BFb0021798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/BFb0021812,Grid embedding of 4-connected plane graphs,Xin He,,,State University of New York at Buffalo,10.1007/3-540-46648-7_15,1995,,,,,,,,,10.1007/11618058_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-58950-3_361,Minimum-width grid drawings of plane graphs extend abstract,Marek Chrobak,Shin ichi Nakano,,University of California,,1994,,Tohoku University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-58950-3_362,"Regular orientations, arboricity, and augmentation",Hubert de Fraysseix,Patrice Ossona de Mendez,,EHESS,10.1007/978-3-642-11805-0_16,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-58950-3_360,Regular edge labelings and drawings of planar graphs,Xin He,Ming Yang Kao,,Duke University,,1994,,State University of New York at Buffalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-58950-3_354,A flow approach to upward drawings of toroidal maps,Pierre Rosenstiehl,Bojan Mohar,,University of Ljubljana,,1994,,EHESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/BFb0021829,CLaX — A visualized compiler,R. Wilhelm,M. Alt,C. Ferdinand,Universität des Saarlandes,,1995,G. Sander,,10.1007/3-540-58950-3_371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-58950-3_355,Improved algorithms and bounds for orthogonal drawings,Ioannis G. Tollis,Achilleas Papakostas,,The University of Texas at Dallas,10.1007/3-540-62495-3_45,1994,,,10.1007/3-540-58950-3_384,,,,,,10.1007/3-540-62495-3_61,,10.1007/BFb0021825,10.1007/978-3-319-03841-4_36,10.1007/BFb0021822,10.1007/3-540-62495-3_60,10.1007/3-540-63938-1_58,10.1007/3-540-63938-1_55,10.1007/3-540-62495-3_36,10.1007/3-540-46648-7_4,10.1007/3-540-62495-3_49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-58950-3_352,3-D visualization of program information (extended abstract and system demonstration),Steven P. Reiss,,,Brown University,,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-58950-3_353,3D layout of reachability graphs of communicating processes,Thierry Jéron,Claude Jard,,IRISA,10.1007/3-540-58950-3_353,1994,,,,,,,,,10.1007/BFb0021800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/BFb0021826,Automatic drawing of compound digraphs for a real-time power system simulator,Gilles Paris,,,IREQ (Institut de recherche d'Hydro-Québec),10.1007/3-540-37623-2_31,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-58950-3_358,On drawing a graph convexly in the plane (extended abstract),Hristo N. Djidjev,,,Rice University,,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/BFb0021825,Issues in interactive orthogonal graph drawing (preliminary version),Ioannis G. Tollis,Achilleas Papakostas,,The University of Texas at Dallas,,1995,,,10.1007/3-540-58950-3_355,10.1007/3-540-58950-3_384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-58950-3_359,On drawing angle graphs,Ashim Garg,,,Brown University,10.1007/978-3-540-70904-6_7,1994,,,,,,,,,10.1007/3-540-37623-2_13,,10.1007/3-540-44541-2_26,10.1007/978-3-540-24595-7_55,10.1007/978-3-662-45803-7_23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/BFb0021828,A fast heuristic for hierarchical Manhattan layout,G. Sander,,,Universität des Saarlandes,10.1007/978-3-540-24595-7_35,1995,,,10.1007/3-540-58950-3_371,,,,,,10.1007/3-540-36151-0_34,,10.1007/978-3-642-18469-7_13,10.1007/3-540-45848-4_35,10.1007/3-540-36151-0_36,10.1007/3-540-63938-1_86,10.1007/3-540-44541-2_22,10.1007/3-540-45848-4_4,10.1007/3-540-45848-4_3,10.1007/978-3-319-27261-0_12,10.1007/978-3-642-11805-0_14,10.1007/978-3-662-45803-7_31,10.1007/3-540-37623-2_31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-58950-3_356,On bend-minimum orthogonal upward drawing of directed planar graphs,Ulrich Fößmeier,Michael Kaufmann,,Universität Tübingen,10.1007/3-540-62495-3_49,1994,,,10.1007/3-540-58950-3_384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/BFb0021827,Validating graph drawing aesthetics,Robert F. Cohen,Murray James,Helen C. Purchase,University of Queensland,10.1007/978-3-642-25878-7_22,1995,,University of Newcastle,,,,,,,10.1007/978-3-642-25878-7_31,,10.1007/3-540-36151-0_3,10.1007/3-540-37623-2_5,10.1007/3-540-46648-7_30,10.1007/3-540-63938-1_67,10.1007/3-540-36151-0_8,10.1007/BFb0021827,10.1007/978-3-319-27261-0_41,10.1007/978-3-662-45803-7_20,10.1007/11618058_36,10.1007/11618058_24,10.1007/978-3-540-70904-6_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-58950-3_357,Grid layouts of block diagrams — bounding the number of bends in each connection (extended abstract),G. Granot,S. Even,,Israel Inst. of Tech.,,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/BFb0021822,Portable graph layout and editing,Michael Himsolt,Brendan Madden,Patrick Madden,Tom Sawyer Software,10.1007/3-540-46648-7_8,1995,Steve Powers,,10.1007/3-540-58950-3_355,,,,,,10.1007/3-540-62495-3_46,,10.1007/3-540-62495-3_40,10.1007/3-540-62495-3_51,10.1007/3-540-62495-3_41,10.1007/3-540-37623-2_39,10.1007/3-540-63938-1_79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/BFb0021821,How to draw outerplanar minimum weight triangulations,Giuseppe Liotta,William Lenhart,,Brown University,10.1007/3-540-63938-1_45,1995,,Williams College,,,,,,,10.1007/3-540-44541-2_32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/BFb0021824,Incremental layout in DynaDAG,Stephen C. North,,,AT&T Research,10.1007/3-540-63938-1_73,1995,,,10.1007/978-3-642-25878-7_9,,,,,,10.1007/978-3-540-77537-9_19,,10.1007/3-540-44541-2_3,10.1007/978-3-540-24595-7_41,10.1007/978-3-540-31843-9_24,10.1007/3-540-37623-2_5,10.1007/3-540-63938-1_68,10.1007/3-540-63938-1_66,10.1007/3-540-63938-1_75,10.1007/978-3-540-70904-6_14,10.1007/978-3-319-27261-0_2,10.1007/3-540-44541-2_23,10.1007/978-3-540-24595-7_9,10.1007/978-3-642-36763-2_43,10.1007/3-540-44541-2_14,10.1007/3-540-44541-2_36,10.1007/3-540-62495-3_50,,10.1007/3-540-46648-7_39,10.1007/3-540-62495-3_51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/BFb0021823,A parallel simulated annealing algorithm for generating 3D layouts of undirected graphs,Burkhard Monien,Friedhelm Ramme,Helmut Salmen,University of Paderborn,10.1007/BFb0021794,1995,,,10.1007/3-540-58950-3_383,10.1007/3-540-58950-3_351,,,,,10.1007/3-540-63938-1_70,,10.1007/3-540-37623-2_7,10.1007/3-540-36151-0_5,10.1007/3-540-62495-3_48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-58950-3_351,Three-dimensional graph drawing,Frank Ruskey,Robert F. Cohen,Peter Eades,CSIRO DIT,10.1007/3-540-63938-1_51,1994,Tao Lin,University of Newcastle,,,,,,,10.1007/11618058_10,,10.1007/BFb0021794,10.1007/978-3-540-70904-6_10,10.1007/3-540-63938-1_70,10.1007/978-3-540-24595-7_55,10.1007/3-540-36151-0_5,10.1007/978-3-319-03841-4_3,10.1007/3-540-63938-1_53,10.1007/3-540-37623-2_25,10.1007/978-3-642-36763-2_57,10.1007/978-3-540-24595-7_19,10.1007/978-3-540-24595-7_18,10.1007/3-540-44541-2_26,10.1007/978-3-319-03841-4_15,10.1007/3-540-37623-2_7,10.1007/3-540-37623-2_21,University of Victoria,10.1007/3-540-62495-3_48,10.1007/978-3-540-31843-9_42,10.1007/978-3-540-24595-7_20,10.1007/11618058_8,10.1007/3-540-63938-1_49,10.1007/978-3-540-24595-7_22,10.1007/3-540-63938-1_69,10.1007/BFb0021807,10.1007/3-540-45848-4_26,10.1007/978-3-642-18469-7_7,10.1007/3-540-44541-2_37,10.1007/978-3-319-27261-0_31,10.1007/3-540-37623-2_16,10.1007/BFb0021805,10.1007/BFb0021800,10.1007/BFb0021823,10.1007/3-540-62495-3_37,10.1007/11618058_23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/BFb0021820,Grid intersection and box intersection graphs on surfaces,Jan Kratochvíl,Teresa Przytycka,,Charles University,10.1007/3-540-62495-3_53,1995,,Odense University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-46648-7_23,On 3-Layer Crossings and Pseudo Arrangements,Imrich Vrt’o,Farhad Shahrokhi,,Institute of Mathematics Slovak Academy of Sciences,10.1007/3-540-45848-4_9,1999,,University of North Texas,10.1007/3-540-62495-3_57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-46648-7_24,Visualizing Algorithms for the Design and Analysis of Survivable Networks,Ala Eddine Barouni,Nejib Zaguia,Ali Jaoua,University of Ottawa,,1999,,King Fahd University of Petroleum and Minerals,10.1007/3-540-45848-4_36,10.1007/3-540-58950-3_372,,,,,,,,,,,,,,,,,,,,,,University of Tunis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-46648-7_21,The Vertex-Exchange Graph: A New Concept for Multi-level Crossing Minimisation,Ago Kuusik,Patrick Healy,,University of Limerick,10.1007/978-3-642-00219-9_17,1999,,,,,,,,,10.1007/978-3-642-18469-7_22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-46648-7_22,Using Sifting for k-Layer Straightline Crossing Minimization,Christian Matuszewski,Robby Schönfeld,Paul Molitor,"Institute for Computer Science, University Halle-Wittenberg",10.1007/3-540-36151-0_29,1999,,,10.1007/3-540-37623-2_44,,,,,,10.1007/3-540-44541-2_24,,10.1007/978-3-540-77537-9_26,10.1007/978-3-642-18469-7_22,10.1007/3-540-36151-0_27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-46648-7_20,An Algorithm for Drawing Compound Graphs,François Bertault,Mirka Miller,,University of Newcastle,,1999,,,10.1007/3-540-62495-3_42,10.1007/BFb0021834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-46648-7_29,An Heuristic for Graph Symmetry Detection,Hubert de Fraysseix,,,CNRS UMR 8557 E.H.E.S.S.,10.1007/3-540-44541-2_34,1999,,,,,,,,,10.1007/3-540-45848-4_16,,10.1007/3-540-45848-4_15,10.1007/3-540-36151-0_9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
